X,Y,Z,phie,vsh,kv,sw,Facies,WellID
1100.00000,14140.00000,28.50000,0.32116,0.06515,3470.16550,0.15933,2.00000,38.00000
1100.00000,14140.00000,30.00000,0.33403,0.07333,4655.60300,0.12469,2.00000,38.00000
1100.00000,14140.00000,30.50000,0.32816,0.07321,3942.02290,0.16220,2.00000,38.00000
1100.00000,14140.00000,31.00000,0.33781,0.02988,4724.33520,0.17154,2.00000,38.00000
1100.00000,14140.00000,31.50000,0.33985,0.03880,4989.28160,0.14353,2.00000,38.00000
1100.00000,14140.00000,32.00000,0.34355,0.01812,5264.09690,0.18071,2.00000,38.00000
1100.00000,14140.00000,32.50000,0.36164,0.01673,6723.95790,0.15009,2.00000,38.00000
1100.00000,14140.00000,34.00000,0.34602,0.03418,5670.64120,0.10063,2.00000,38.00000
1100.00000,14140.00000,34.50000,0.33414,0.02761,4529.03640,0.10550,2.00000,38.00000
1100.00000,14140.00000,35.00000,0.32745,0.07839,4014.14910,0.07105,2.00000,38.00000
1100.00000,14140.00000,35.50000,0.32532,0.08021,3797.72700,0.11130,2.00000,38.00000
1100.00000,14140.00000,36.00000,0.30191,0.16211,2237.84420,0.17599,2.00000,38.00000
1100.00000,14140.00000,36.50000,0.31364,0.09598,2904.30980,0.19520,2.00000,38.00000
1100.00000,14140.00000,37.50000,0.31683,0.07398,3382.85720,0.15535,2.00000,38.00000
1100.00000,14140.00000,38.00000,0.32180,0.07289,3718.96960,0.23896,2.00000,38.00000
1100.00000,14140.00000,38.50000,0.33944,0.07365,5065.76820,0.16494,2.00000,38.00000
1100.00000,14140.00000,39.00000,0.34661,0.04863,5769.81460,0.11125,2.00000,38.00000
1100.00000,14140.00000,39.50000,0.34227,0.08433,5360.14520,0.14681,2.00000,38.00000
1100.00000,14140.00000,40.00000,0.34270,0.08347,5389.87450,0.43581,2.00000,38.00000
1100.00000,14140.00000,40.50000,0.34453,0.08375,5667.75700,0.34821,2.00000,38.00000
1100.00000,14140.00000,41.00000,0.34029,0.07675,5220.23620,0.39292,2.00000,38.00000
1100.00000,14140.00000,41.50000,0.32948,0.02934,4583.12870,0.89322,2.00000,38.00000
1100.00000,14140.00000,42.00000,0.35023,0.02099,6366.32040,0.39103,2.00000,38.00000
1100.00000,14140.00000,42.50000,0.35225,0.01681,6431.85370,0.81461,2.00000,38.00000
1100.00000,14140.00000,43.00000,0.37058,0.01094,7682.97400,0.20622,2.00000,38.00000
1100.00000,14140.00000,43.50000,0.35331,0.03479,6536.72370,0.22346,2.00000,38.00000
1100.00000,14140.00000,44.00000,0.34548,0.06285,5710.81030,0.25065,2.00000,38.00000
1100.00000,14140.00000,44.50000,0.33255,0.08622,4301.72590,0.24608,2.00000,38.00000
1100.00000,14140.00000,45.00000,0.33735,0.09714,4756.21870,0.12417,2.00000,38.00000
1100.00000,14140.00000,45.50000,0.34459,0.09112,5361.28170,0.16780,2.00000,38.00000
1100.00000,14140.00000,46.00000,0.34223,0.08109,5066.70130,0.14079,2.00000,38.00000
1100.00000,14140.00000,46.50000,0.35568,0.05810,6305.42170,0.07382,2.00000,38.00000
1100.00000,14140.00000,47.00000,0.37380,0.06033,7359.02090,0.06423,2.00000,38.00000
1100.00000,14140.00000,47.50000,0.38277,0.07275,7855.33670,0.09124,2.00000,38.00000
1100.00000,14140.00000,48.00000,0.40189,0.07428,8707.59220,0.15540,2.00000,38.00000
1100.00000,14140.00000,48.50000,0.40929,0.06878,8521.15950,0.19699,2.00000,38.00000
1100.00000,14140.00000,49.00000,0.36799,0.03798,6818.61990,0.23167,2.00000,38.00000
1100.00000,14140.00000,49.50000,0.36726,0.04235,6914.16070,0.32741,2.00000,38.00000
1100.00000,14140.00000,50.00000,0.35760,0.04032,6378.40790,0.23579,2.00000,38.00000
1100.00000,14140.00000,50.50000,0.35380,0.08277,5802.99550,0.16018,2.00000,38.00000
1100.00000,14140.00000,51.00000,0.37000,0.06531,7167.90240,0.11215,2.00000,38.00000
1100.00000,14140.00000,51.50000,0.34409,0.08748,5444.17620,0.15707,2.00000,38.00000
1100.00000,14140.00000,52.00000,0.34321,0.10945,5397.22740,0.15740,2.00000,38.00000
1100.00000,14140.00000,52.50000,0.33576,0.09427,4704.69720,0.15927,2.00000,38.00000
1100.00000,14140.00000,53.00000,0.35004,0.06482,6159.91950,0.11288,2.00000,38.00000
1100.00000,14140.00000,53.50000,0.35160,0.06623,6318.88960,0.09140,2.00000,38.00000
1100.00000,14140.00000,54.00000,0.27087,0.04943,5592.16370,0.17133,2.00000,38.00000
1100.00000,14140.00000,54.50000,0.32413,0.11836,4548.37980,0.24691,2.00000,38.00000
1100.00000,14140.00000,55.00000,0.32043,0.13858,3860.98080,0.30566,2.00000,38.00000
1100.00000,14140.00000,55.50000,0.33599,0.07104,5423.84090,0.28776,2.00000,38.00000
1100.00000,14140.00000,56.50000,0.34421,0.04694,7567.89900,0.43739,2.00000,38.00000
1100.00000,14140.00000,57.00000,0.33751,0.06974,5505.20270,0.79265,2.00000,38.00000
1100.00000,14140.00000,58.50000,0.36519,0.09952,7013.75340,0.13930,2.00000,38.00000
5300.00000,980.00000,46.12500,0.35106,0.11720,6273.13530,0.12977,2.00000,40.00000
5300.00000,980.00000,46.62500,0.34742,0.10716,5859.26720,0.12781,2.00000,40.00000
5300.00000,980.00000,47.12500,0.33459,0.10890,4890.56250,0.23528,2.00000,40.00000
5300.00000,980.00000,47.62500,0.33298,0.10240,5525.24190,0.20126,2.00000,40.00000
5300.00000,980.00000,48.12500,0.34348,0.09449,6069.74520,0.24502,2.00000,40.00000
5300.00000,980.00000,48.62500,0.23239,0.04034,6539.36720,0.16332,2.00000,40.00000
5300.00000,980.00000,51.62500,0.34584,0.03592,5712.38710,0.15255,2.00000,40.00000
5300.00000,980.00000,52.12500,0.32156,0.07958,3476.49000,0.12197,2.00000,40.00000
5300.00000,980.00000,53.12500,0.32892,0.06889,4158.19590,0.15571,2.00000,40.00000
5300.00000,980.00000,53.62500,0.32537,0.01733,5711.26090,0.27428,2.00000,40.00000
5300.00000,980.00000,54.12500,0.31542,0.06098,3544.69130,0.71824,2.00000,40.00000
5300.00000,980.00000,54.62500,0.32697,0.05670,4108.86540,0.75968,2.00000,40.00000
5300.00000,980.00000,55.12500,0.35069,0.04633,6131.45360,0.18625,2.00000,40.00000
5300.00000,980.00000,55.62500,0.36760,0.02270,7073.00420,0.13325,2.00000,40.00000
5300.00000,980.00000,56.12500,0.37238,0.00924,7150.91780,0.17672,2.00000,40.00000
5300.00000,980.00000,56.62500,0.37098,0.01031,7173.46440,0.20361,2.00000,40.00000
5300.00000,980.00000,57.12500,0.37406,0.02229,7262.92310,0.13195,2.00000,40.00000
5300.00000,980.00000,57.62500,0.36201,0.01554,6427.65560,0.20119,2.00000,40.00000
5300.00000,980.00000,58.12500,0.33877,0.06536,4367.10970,0.36807,2.00000,40.00000
5300.00000,980.00000,58.62500,0.31936,0.07831,3109.95730,0.35428,2.00000,40.00000
5300.00000,980.00000,59.12500,0.31270,0.11019,2604.62810,0.30734,2.00000,40.00000
5300.00000,980.00000,59.62500,0.32617,0.12430,3697.23800,0.10768,2.00000,40.00000
5300.00000,980.00000,60.12500,0.32628,0.12020,3526.65710,0.13430,2.00000,40.00000
5300.00000,980.00000,60.62500,0.34629,0.05752,5362.18530,0.14392,2.00000,40.00000
5300.00000,980.00000,61.12500,0.36427,0.00965,6891.04450,0.14608,2.00000,40.00000
5300.00000,980.00000,61.62500,0.36420,0.01507,6844.72110,0.15427,2.00000,40.00000
5300.00000,980.00000,62.12500,0.37431,0.00604,7304.48120,0.10152,2.00000,40.00000
5300.00000,980.00000,62.62500,0.35577,0.04642,6303.33790,0.11915,2.00000,40.00000
5300.00000,980.00000,63.12500,0.36062,0.01505,6375.33230,0.18195,2.00000,40.00000
5300.00000,980.00000,63.62500,0.35369,0.01833,6199.27820,0.16774,2.00000,40.00000
5300.00000,980.00000,64.12500,0.34417,0.05601,5469.80500,0.12060,2.00000,40.00000
5300.00000,980.00000,64.62500,0.33187,0.08370,4182.84710,0.23071,2.00000,40.00000
5300.00000,980.00000,65.12500,0.35760,0.11351,6167.22760,0.30766,2.00000,40.00000
5300.00000,980.00000,65.62500,0.34035,0.16404,4341.26630,0.28382,2.00000,40.00000
5300.00000,980.00000,66.12500,0.34019,0.11404,4222.02620,0.38696,2.00000,40.00000
5300.00000,980.00000,66.62500,0.35158,0.05306,5780.70860,0.23063,2.00000,40.00000
5300.00000,980.00000,67.12500,0.36313,0.01067,6847.90480,0.18898,2.00000,40.00000
5300.00000,980.00000,67.62500,0.34524,0.03454,5691.92660,0.23805,2.00000,40.00000
5300.00000,980.00000,68.12500,0.33382,0.03241,4418.80210,0.18138,2.00000,40.00000
5300.00000,980.00000,68.62500,0.32307,0.06202,3581.14080,0.15746,2.00000,40.00000
5300.00000,980.00000,69.12500,0.32987,0.03146,4082.84720,0.18993,2.00000,40.00000
5300.00000,980.00000,69.62500,0.33606,0.05508,4705.60430,0.14467,2.00000,40.00000
5300.00000,980.00000,70.12500,0.32656,0.04358,4144.88340,0.21934,2.00000,40.00000
5300.00000,980.00000,71.12500,0.35377,0.04034,6405.52480,0.12304,2.00000,40.00000
5300.00000,980.00000,72.62500,0.35590,0.06203,6502.61100,0.08905,2.00000,40.00000
5300.00000,980.00000,73.12500,0.34955,0.07897,5915.29960,0.11253,2.00000,40.00000
5300.00000,980.00000,73.62500,0.35656,0.10054,6187.53540,0.14577,2.00000,40.00000
4300.00000,11060.00000,15.75000,0.31439,0.09401,2872.34850,0.21928,2.00000,41.00000
4300.00000,11060.00000,16.25000,0.29610,0.12656,1882.12510,0.25770,2.00000,41.00000
4300.00000,11060.00000,16.75000,0.27765,0.18588,1276.79590,0.15844,2.00000,41.00000
4300.00000,11060.00000,17.25000,0.31583,0.17158,2988.55310,0.07650,2.00000,41.00000
4300.00000,11060.00000,17.75000,0.29729,0.22518,2025.61780,0.09853,2.00000,41.00000
4300.00000,11060.00000,22.75000,0.36706,0.00975,5310.94030,0.24036,2.00000,41.00000
4300.00000,11060.00000,24.25000,0.32656,0.03029,3771.09720,0.20234,2.00000,41.00000
4300.00000,11060.00000,24.75000,0.29791,0.04033,2073.34150,0.49351,2.00000,41.00000
4300.00000,11060.00000,27.75000,0.32108,0.01602,4186.51680,0.83507,2.00000,41.00000
4300.00000,11060.00000,28.25000,0.34424,0.00326,6151.37490,0.75144,2.00000,41.00000
4300.00000,11060.00000,28.75000,0.36268,0.00603,7208.22310,0.24606,2.00000,41.00000
4300.00000,11060.00000,29.25000,0.36914,0.00454,7426.31330,0.23956,2.00000,41.00000
4300.00000,11060.00000,29.75000,0.37604,0.00000,7667.42560,0.20575,2.00000,41.00000
4300.00000,11060.00000,30.25000,0.36267,0.00782,7016.19480,0.20519,2.00000,41.00000
4300.00000,11060.00000,30.75000,0.36912,0.00917,7179.78930,0.13916,2.00000,41.00000
4300.00000,11060.00000,31.25000,0.37383,0.01126,7398.01190,0.10324,2.00000,41.00000
4300.00000,11060.00000,31.75000,0.36094,0.04007,6741.37540,0.08802,2.00000,41.00000
4300.00000,11060.00000,32.25000,0.34235,0.06974,5308.00120,0.06688,2.00000,41.00000
4300.00000,11060.00000,32.75000,0.33486,0.06328,5281.15110,0.11545,2.00000,41.00000
4300.00000,11060.00000,33.25000,0.32180,0.14292,3772.42700,0.07462,2.00000,41.00000
4300.00000,11060.00000,33.75000,0.32732,0.12584,4120.90860,0.06394,2.00000,41.00000
4300.00000,11060.00000,34.25000,0.33414,0.11186,4651.74510,0.04930,2.00000,41.00000
4300.00000,11060.00000,34.75000,0.32496,0.09303,4251.31370,0.05019,2.00000,41.00000
4300.00000,11060.00000,35.25000,0.32059,0.09661,3492.69080,0.02351,2.00000,41.00000
4300.00000,11060.00000,35.75000,0.33158,0.03147,4350.78850,0.03184,2.00000,41.00000
4300.00000,11060.00000,36.25000,0.32731,0.05058,3937.37070,0.07727,2.00000,41.00000
4300.00000,11060.00000,36.75000,0.32669,0.07973,3831.67540,0.03820,2.00000,41.00000
4300.00000,11060.00000,37.25000,0.33998,0.06628,5023.31970,0.06664,2.00000,41.00000
4300.00000,11060.00000,37.75000,0.34582,0.07928,5421.87400,0.12162,2.00000,41.00000
4300.00000,11060.00000,38.75000,0.36371,0.05507,6059.24030,0.17493,2.00000,41.00000
4300.00000,11060.00000,41.75000,0.36492,0.06593,6474.70490,0.22496,2.00000,41.00000
4300.00000,11060.00000,46.75000,0.34401,0.04898,5636.25950,0.28799,2.00000,41.00000
4300.00000,11060.00000,47.25000,0.34690,0.03744,5688.99210,0.23751,2.00000,41.00000
4300.00000,11060.00000,49.25000,0.32184,0.03932,3355.67540,0.40845,2.00000,41.00000
4300.00000,11060.00000,49.75000,0.32863,0.00002,3961.79120,0.37421,2.00000,41.00000
4300.00000,11060.00000,50.25000,0.32522,0.00003,2922.33010,0.25892,2.00000,41.00000
4300.00000,11060.00000,50.75000,0.33817,0.00538,4356.86910,0.20642,2.00000,41.00000
4300.00000,11060.00000,51.25000,0.35208,0.00306,5994.91750,0.11939,2.00000,41.00000
4300.00000,11060.00000,51.75000,0.34984,0.06790,5883.38170,0.09584,2.00000,41.00000
4300.00000,11060.00000,52.25000,0.35600,0.03836,6268.71070,0.11168,2.00000,41.00000
4300.00000,11060.00000,53.25000,0.34550,0.01866,5597.04470,0.20519,2.00000,41.00000
4300.00000,11060.00000,53.75000,0.33210,0.04885,4071.77460,0.29980,2.00000,41.00000
4300.00000,11060.00000,54.75000,0.35055,0.05154,5782.80230,0.27132,2.00000,41.00000
4300.00000,11060.00000,55.25000,0.33395,0.07584,4439.01380,0.30291,2.00000,41.00000
4300.00000,11060.00000,55.75000,0.32806,0.06004,3931.59160,0.66822,2.00000,41.00000
4300.00000,11060.00000,56.25000,0.32084,0.10016,3325.35820,0.82947,2.00000,41.00000
4300.00000,11060.00000,56.75000,0.33104,0.10128,4322.28180,0.36346,2.00000,41.00000
4300.00000,11060.00000,57.25000,0.32096,0.11161,3565.06320,0.36906,2.00000,41.00000
4300.00000,11060.00000,58.25000,0.31102,0.14338,2984.75100,0.34418,2.00000,41.00000
4300.00000,11060.00000,58.75000,0.33488,0.12302,4628.95370,0.15253,2.00000,41.00000
4300.00000,11060.00000,59.25000,0.36278,0.03800,6841.72690,0.12815,2.00000,41.00000
4300.00000,11060.00000,59.75000,0.35256,0.08334,6369.64000,0.12858,2.00000,41.00000
5100.00000,3780.00000,33.25000,0.33484,0.15047,4522.26670,0.10292,2.00000,42.00000
5100.00000,3780.00000,33.75000,0.34847,0.09401,5882.80540,0.08267,2.00000,42.00000
5100.00000,3780.00000,34.25000,0.32938,0.14588,4005.11520,0.06290,2.00000,42.00000
5100.00000,3780.00000,34.75000,0.31710,0.18199,2995.05090,0.04173,2.00000,42.00000
5100.00000,3780.00000,35.25000,0.32303,0.13728,3487.40780,0.05710,2.00000,42.00000
5100.00000,3780.00000,35.75000,0.33537,0.04621,4592.68200,0.07469,2.00000,42.00000
5100.00000,3780.00000,36.25000,0.32401,0.00000,4227.25270,0.07781,2.00000,42.00000
5100.00000,3780.00000,36.75000,0.29868,0.00000,2471.69160,0.15398,2.00000,42.00000
5100.00000,3780.00000,37.25000,0.30749,0.00327,3352.83780,0.08981,2.00000,42.00000
5100.00000,3780.00000,37.75000,0.29818,0.01055,2186.63360,0.12514,2.00000,42.00000
5100.00000,3780.00000,38.25000,0.28171,0.02542,1478.82920,0.15910,2.00000,42.00000
5100.00000,3780.00000,39.25000,0.32070,0.05474,3364.63110,0.17259,2.00000,42.00000
5100.00000,3780.00000,39.75000,0.33283,0.08313,4322.89330,0.17672,2.00000,42.00000
5100.00000,3780.00000,40.25000,0.30946,0.13776,2661.68180,0.18937,2.00000,42.00000
5100.00000,3780.00000,40.75000,0.31180,0.12694,2785.26260,0.39794,2.00000,42.00000
5100.00000,3780.00000,41.25000,0.32873,0.09410,3951.33350,0.31374,2.00000,42.00000
5100.00000,3780.00000,41.75000,0.29854,0.15498,1824.34090,0.52928,2.00000,42.00000
5100.00000,3780.00000,42.25000,0.31011,0.12307,2595.14170,0.31608,2.00000,42.00000
5100.00000,3780.00000,42.75000,0.34823,0.06461,5790.80250,0.15842,2.00000,42.00000
5100.00000,3780.00000,43.25000,0.36639,0.03401,6793.79970,0.10107,2.00000,42.00000
5100.00000,3780.00000,43.75000,0.36714,0.01733,6079.55680,0.15100,2.00000,42.00000
5100.00000,3780.00000,44.25000,0.43661,0.00611,6704.39660,0.09928,2.00000,42.00000
5100.00000,3780.00000,44.75000,0.38657,0.00695,7457.20520,0.12610,2.00000,42.00000
5100.00000,3780.00000,45.25000,0.43826,0.04263,8044.48950,0.07871,2.00000,42.00000
5100.00000,3780.00000,45.75000,0.37211,0.04077,7088.39580,0.08291,2.00000,42.00000
5100.00000,3780.00000,46.25000,0.37728,0.04978,6940.90320,0.13729,2.00000,42.00000
5100.00000,3780.00000,46.75000,0.37271,0.07086,6913.42580,0.16264,2.00000,42.00000
5100.00000,3780.00000,47.25000,0.37973,0.08278,7648.62530,0.13292,2.00000,42.00000
5100.00000,3780.00000,47.75000,0.33970,0.12132,4210.10380,0.25603,2.00000,42.00000
5100.00000,3780.00000,48.25000,0.32378,0.14969,3337.04790,0.29577,2.00000,42.00000
5100.00000,3780.00000,48.75000,0.31947,0.10494,2885.10810,0.29777,2.00000,42.00000
5100.00000,3780.00000,49.25000,0.33021,0.07234,3076.38310,0.45158,2.00000,42.00000
5100.00000,3780.00000,49.75000,0.30794,0.07957,2458.31610,0.80228,2.00000,42.00000
5100.00000,3780.00000,50.75000,0.31598,0.06009,2989.29080,0.83158,2.00000,42.00000
5100.00000,3780.00000,51.25000,0.29729,0.06792,1999.19460,0.99525,2.00000,42.00000
5100.00000,3780.00000,51.75000,0.30457,0.03581,2397.26780,0.99161,2.00000,42.00000
5100.00000,3780.00000,52.25000,0.31341,0.05028,2641.45330,0.43825,2.00000,42.00000
5100.00000,3780.00000,53.25000,0.32417,0.02716,3343.62580,0.27543,2.00000,42.00000
5100.00000,3780.00000,53.75000,0.29982,0.05088,914.88390,0.22055,2.00000,42.00000
5100.00000,3780.00000,54.25000,0.26803,0.13842,1.92897,0.79162,2.00000,42.00000
5100.00000,3780.00000,54.75000,0.30563,0.06413,2184.92050,0.83276,2.00000,42.00000
5100.00000,3780.00000,55.25000,0.28603,0.11288,1302.00450,1.00000,2.00000,42.00000
5100.00000,3780.00000,55.75000,0.24130,0.13179,82.44444,1.00000,2.00000,42.00000
5100.00000,3780.00000,56.25000,0.22203,0.32451,13.01564,1.00000,2.00000,42.00000
5100.00000,3780.00000,56.75000,0.29186,0.27376,723.07896,1.00000,2.00000,42.00000
5100.00000,3780.00000,57.25000,0.37582,0.08863,7452.53490,0.48451,2.00000,42.00000
5100.00000,3780.00000,57.75000,0.35631,0.13172,6460.73250,0.18997,2.00000,42.00000
5100.00000,3780.00000,58.25000,0.38721,0.07798,8614.25430,0.14260,2.00000,42.00000
5100.00000,3780.00000,58.75000,0.37273,0.07068,7408.90360,0.15839,2.00000,42.00000
5100.00000,3780.00000,59.25000,0.38886,0.07014,8795.90060,0.14078,2.00000,42.00000
5100.00000,3780.00000,59.75000,0.36025,0.04837,6724.16900,0.11915,2.00000,42.00000
5100.00000,3780.00000,60.25000,0.36075,0.02693,6764.62830,0.11317,2.00000,42.00000
5100.00000,3780.00000,60.75000,0.34083,0.05180,5143.09760,0.12304,2.00000,42.00000
5100.00000,3780.00000,70.25000,0.31351,0.02805,3444.58940,0.62986,2.00000,42.00000
5100.00000,3780.00000,70.75000,0.32409,0.09047,3894.86690,0.72265,2.00000,42.00000
5100.00000,3780.00000,71.25000,0.29378,0.15632,2009.97780,0.91613,2.00000,42.00000
5100.00000,3780.00000,72.25000,0.37933,0.02979,7655.71990,0.16781,2.00000,42.00000
5100.00000,3780.00000,72.75000,0.38046,0.08085,7757.21010,0.08676,2.00000,42.00000
2100.00000,4340.00000,33.75000,0.34684,0.00999,5764.97580,0.51277,2.00000,43.00000
2100.00000,4340.00000,34.25000,0.35458,0.00000,6454.25530,0.37428,2.00000,43.00000
2100.00000,4340.00000,35.25000,0.34962,0.00154,6527.51000,0.13565,2.00000,43.00000
2100.00000,4340.00000,35.75000,0.34374,0.01211,5780.32690,0.14453,2.00000,43.00000
2100.00000,4340.00000,36.25000,0.34335,0.00000,5478.78900,0.19639,2.00000,43.00000
2100.00000,4340.00000,36.75000,0.33959,0.00642,5503.03720,0.22113,2.00000,43.00000
2100.00000,4340.00000,37.25000,0.34704,0.00000,6103.11800,0.21862,2.00000,43.00000
2100.00000,4340.00000,37.75000,0.33297,0.01124,4902.32350,0.16872,2.00000,43.00000
2100.00000,4340.00000,39.25000,0.32610,0.01911,4142.12340,0.29355,2.00000,43.00000
2100.00000,4340.00000,39.75000,0.32690,0.04863,3964.49450,0.18457,2.00000,43.00000
2100.00000,4340.00000,40.25000,0.30594,0.09391,2489.15830,0.20273,2.00000,43.00000
2100.00000,4340.00000,40.75000,0.30644,0.07838,2542.08960,0.23478,2.00000,43.00000
2100.00000,4340.00000,41.25000,0.28658,0.15673,2147.71780,0.31920,2.00000,43.00000
2100.00000,4340.00000,43.75000,0.28821,0.19483,2213.15870,0.30696,2.00000,43.00000
2100.00000,4340.00000,44.25000,0.33381,0.08103,4737.08070,0.17480,2.00000,43.00000
2100.00000,4340.00000,44.75000,0.36034,0.01094,6748.49770,0.15433,2.00000,43.00000
2100.00000,4340.00000,45.25000,0.36451,0.00834,6930.45370,0.22021,2.00000,43.00000
2100.00000,4340.00000,46.75000,0.36526,0.01437,7050.20580,0.17096,2.00000,43.00000
2100.00000,4340.00000,47.25000,0.36693,0.01371,7037.27570,0.15970,2.00000,43.00000
2100.00000,4340.00000,47.75000,0.34714,0.04690,5947.08120,0.26578,2.00000,43.00000
2100.00000,4340.00000,48.25000,0.36256,0.04662,6837.56340,0.16470,2.00000,43.00000
2100.00000,4340.00000,48.75000,0.34235,0.09442,5297.82360,0.09924,2.00000,43.00000
2100.00000,4340.00000,49.25000,0.34617,0.05270,5691.07880,0.07605,2.00000,43.00000
2100.00000,4340.00000,49.75000,0.33209,0.05874,4548.08180,0.14752,2.00000,43.00000
2100.00000,4340.00000,50.25000,0.31356,0.10391,2870.36500,0.20135,2.00000,43.00000
2100.00000,4340.00000,50.75000,0.30537,0.17534,2386.59130,0.17991,2.00000,43.00000
2100.00000,4340.00000,51.25000,0.29084,0.18607,1708.42940,0.33124,2.00000,43.00000
2100.00000,4340.00000,51.75000,0.25262,0.30268,444.07739,0.90352,2.00000,43.00000
2100.00000,4340.00000,52.25000,0.28618,0.18613,1488.03600,0.95214,2.00000,43.00000
2100.00000,4340.00000,52.75000,0.31329,0.22678,351.40624,0.99693,2.00000,43.00000
2100.00000,4340.00000,53.25000,0.28868,0.16355,763.91436,0.97756,2.00000,43.00000
2100.00000,4340.00000,53.75000,0.12427,0.30258,25.28047,1.00000,2.00000,43.00000
2100.00000,4340.00000,54.25000,0.24521,0.19950,329.56722,1.00000,2.00000,43.00000
2100.00000,4340.00000,54.75000,0.29917,0.13975,1805.23910,0.97239,2.00000,43.00000
2100.00000,4340.00000,55.25000,0.31865,0.13300,2874.26700,0.36665,2.00000,43.00000
2100.00000,4340.00000,55.75000,0.31378,0.13679,2816.56170,0.19940,2.00000,43.00000
2100.00000,4340.00000,56.25000,0.31714,0.12048,3047.94850,0.11113,2.00000,43.00000
2100.00000,4340.00000,56.75000,0.34430,0.10298,5401.57800,0.07297,2.00000,43.00000
2100.00000,4340.00000,57.75000,0.34204,0.19718,5221.85800,0.03127,2.00000,43.00000
2100.00000,4340.00000,58.25000,0.36644,0.13858,7042.99290,0.05314,2.00000,43.00000
2100.00000,4340.00000,58.75000,0.35983,0.12913,6706.23670,0.10200,2.00000,43.00000
2100.00000,4340.00000,59.25000,0.40770,0.11812,9932.78590,0.12882,2.00000,43.00000
3500.00000,13020.00000,27.37500,0.31253,0.05722,2736.08340,0.14827,2.00000,44.00000
3500.00000,13020.00000,27.87500,0.29681,0.14419,269.13732,0.16077,2.00000,44.00000
3500.00000,13020.00000,38.37500,0.28053,0.20192,1351.80290,0.78040,2.00000,44.00000
3500.00000,13020.00000,38.87500,0.31944,0.17661,3225.20160,0.37317,2.00000,44.00000
3500.00000,13020.00000,39.37500,0.31077,0.20275,2599.84860,0.38594,2.00000,44.00000
3500.00000,13020.00000,41.37500,0.31317,0.11348,2868.34800,0.99210,2.00000,44.00000
3500.00000,13020.00000,41.87500,0.30561,0.12231,2420.36050,0.99903,2.00000,44.00000
3500.00000,13020.00000,42.37500,0.30471,0.17059,2387.34850,0.99788,2.00000,44.00000
3500.00000,13020.00000,42.87500,0.37783,0.05899,7605.40380,0.59921,2.00000,44.00000
3500.00000,13020.00000,43.37500,0.39418,0.04406,8609.74570,0.19427,2.00000,44.00000
3500.00000,13020.00000,43.87500,0.40005,0.03322,8851.23260,0.16039,2.00000,44.00000
3500.00000,13020.00000,44.37500,0.37172,0.07224,6877.19440,0.19684,2.00000,44.00000
3500.00000,13020.00000,44.87500,0.37387,0.03280,7400.72420,0.14468,2.00000,44.00000
3500.00000,13020.00000,45.37500,0.36478,0.06249,6939.46370,0.13192,2.00000,44.00000
3500.00000,13020.00000,45.87500,0.36275,0.05187,6841.75310,0.10848,2.00000,44.00000
3500.00000,13020.00000,46.37500,0.37179,0.01963,7311.54420,0.13715,2.00000,44.00000
3500.00000,13020.00000,46.87500,0.35833,0.03744,6637.18110,0.21062,2.00000,44.00000
3500.00000,13020.00000,47.37500,0.34411,0.07083,5393.08260,0.30063,2.00000,44.00000
3500.00000,13020.00000,47.87500,0.34162,0.05993,5363.06010,0.34249,2.00000,44.00000
3500.00000,13020.00000,48.37500,0.36163,0.05253,6797.66460,0.28718,2.00000,44.00000
3500.00000,13020.00000,48.87500,0.33954,0.06536,5222.91260,0.45425,2.00000,44.00000
3500.00000,13020.00000,49.37500,0.34286,0.03732,5431.78590,0.90494,2.00000,44.00000
3500.00000,13020.00000,49.87500,0.34208,0.05717,5306.40210,0.42505,2.00000,44.00000
3500.00000,13020.00000,50.87500,0.34549,0.03409,5696.79790,0.16446,2.00000,44.00000
3500.00000,13020.00000,51.87500,0.28801,0.01411,2078.70070,0.17075,2.00000,44.00000
3500.00000,13020.00000,52.37500,0.32480,0.00255,4448.23970,0.11144,2.00000,44.00000
3500.00000,13020.00000,52.87500,0.34901,0.00000,6042.34970,0.08033,2.00000,44.00000
3500.00000,13020.00000,53.37500,0.35475,0.00000,6421.29910,0.09591,2.00000,44.00000
3500.00000,13020.00000,53.87500,0.34567,0.01905,5735.97320,0.17321,2.00000,44.00000
3500.00000,13020.00000,55.37500,0.33322,0.04993,4383.21490,0.95415,2.00000,44.00000
3500.00000,13020.00000,55.87500,0.33599,0.05030,4707.02040,0.96581,2.00000,44.00000
3500.00000,13020.00000,56.87500,0.31714,0.03891,3116.49090,0.94956,2.00000,44.00000
3500.00000,13020.00000,57.37500,0.32138,0.04646,3430.71450,0.79316,2.00000,44.00000
3500.00000,13020.00000,57.87500,0.31450,0.05900,2977.80690,0.89512,2.00000,44.00000
3500.00000,13020.00000,58.37500,0.32046,0.05504,3461.09060,0.64238,2.00000,44.00000
3500.00000,13020.00000,58.87500,0.32433,0.01996,3982.94690,0.76891,2.00000,44.00000
3500.00000,13020.00000,59.37500,0.32036,0.00866,4418.88770,0.24910,2.00000,44.00000
3500.00000,13020.00000,59.87500,0.22044,0.00614,4153.27320,0.69466,2.00000,44.00000
3500.00000,13020.00000,60.37500,0.34817,0.00000,6404.73780,0.29893,2.00000,44.00000
3500.00000,13020.00000,61.87500,0.36185,0.00000,6923.64210,0.26144,2.00000,44.00000
